genes,Fold.c,logCPM,F,p.val,FDR
Smim1,-1.659,2.125,3.784,0.07864270939587008,0.12510276841074763
Zfp655,0.314,5.373,3.725,0.07865436812748326,0.12510276841074763
Zbtb7a,-0.279,5.541,3.721,0.07876921828592517,0.12526650808867926
Inppl1,0.65,2.34,3.72,0.07881475702863122,0.12531697627228464
Mettl8,0.334,3.749,3.72,0.07882477106778028,0.12531697627228464
Aco2,-0.336,7.841,3.715,0.07899553800790073,0.1255694934225286
Gin1,-0.373,3.413,3.714,0.07901691364931009,0.12558450118285605
Tmem252,1.243,3.16,3.77,0.07911666500867352,0.12572405102480694
Lrwd1,-0.281,5.843,3.71,0.07914876047094828,0.1257405134108028
Sp3,-0.245,5.922,3.71,0.07915092281983824,0.1257405134108028
Hells,0.691,2.366,3.709,0.07920781503308548,0.12581190001406167
Ttc7b,0.473,2.288,3.708,0.07922076133240374,0.12581347290988298
Pradc1,-0.579,2.38,3.705,0.07935500576529152,0.1260076543938679
Qrsl1,0.333,3.767,3.702,0.07945042161689529,0.12614013075959402
Tinag,-1.255,3.85,3.752,0.07975215777690914,0.1266000839170938
D15Ertd621e,0.314,4.868,3.688,0.07995324252113498,0.12690014646303216
Cdhr5,-1.23,3.991,3.743,0.08004248408724857,0.12702263007843714
Xrcc1,0.229,5.49,3.682,0.08014643461133428,0.12716841547271873
Elf1,-0.224,7.219,3.677,0.08035119928896901,0.12745733430687628
Ralbp1,-0.276,4.897,3.676,0.08036400784130965,0.12745733430687628
Ubap1,0.271,6.183,3.676,0.08036485917762273,0.12745733430687628
Dip2b,0.304,4.947,3.675,0.08042930411591347,0.1275403205563227
Snx20,-0.353,2.918,3.672,0.08050605291524664,0.12764278963796
Blcap,-0.239,5.39,3.669,0.08062778756848515,0.12781654241988089
Nup133,-0.511,3.228,3.668,0.08068289375128725,0.12788463487645665
Ly6a,-1.198,7.591,3.72,0.08087170564063567,0.128152381870051
Zfp317,-0.347,3.297,3.662,0.08088539732957702,0.128152381870051
Prr12,-0.41,3.035,3.661,0.08090656862312368,0.128152381870051
Acot11,-0.803,2.064,3.661,0.08090689458011324,0.128152381870051
Map4,-0.385,6.075,3.661,0.0809127078917247,0.128152381870051
Hoxa10,-1.006,1.615,3.657,0.08106508137487164,0.12836260674956443
Rita1,-0.415,2.563,3.657,0.08106983602181937,0.12836260674956443
Pim1,0.897,7.365,3.714,0.08108709665962893,0.12837062105450206
Endov,-0.375,3.268,3.655,0.0811251555175792,0.1284115540781417
Irf5,-0.236,8.259,3.653,0.08121559253935384,0.1285333700434682
Nxt2,0.225,6.196,3.653,0.08122654288597012,0.1285333700434682
Emr1,-0.37,11.437,3.652,0.08125037996861507,0.12854276027023576
Taf11,0.271,4.989,3.652,0.08126151027449309,0.12854276027023576
Acbd6,0.525,1.784,3.651,0.08126912326122575,0.12854276027023576
Tmx2,-0.35,3.691,3.643,0.08155919783336926,0.12898218196581676
Pign,-0.34,3.617,3.64,0.08169626213111099,0.1291795291368416
Thoc1,-0.202,6.377,3.636,0.08181950887773357,0.1293549717428471
Npepl1,-0.308,4.539,3.634,0.08189838061322789,0.1294602161924286
Tmed9,0.312,8.697,3.634,0.08191849267235407,0.12947255908548844
1110058L19Rik,0.205,5.017,3.632,0.08199217622875904,0.12956955555717545
Atic,0.429,5.249,3.63,0.08203818292000553,0.12962279262270543
Gss,0.355,3.309,3.629,0.08207446944072028,0.12966065784787562
Tlr5,-1.697,1.48,3.681,0.08224577353136142,0.1299117794762108
Iws1,-0.331,4.257,3.623,0.08232629867445312,0.13001945684395472
Klf2,0.949,3.047,3.652,0.08241069288984412,0.1301332114765651
Pdzk1ip1,-1.083,5.853,3.672,0.0825670844149343,0.1303606045458895
Trbc1,-1.834,1.936,3.666,0.08277477574391852,0.1306689116641546
Rnpepl1,-0.347,4.732,3.61,0.08279119619387476,0.13067522987072808
Plin3,0.287,7.117,3.604,0.08302765088255525,0.1310287897776138
Spryd4,0.323,3.843,3.601,0.08312981635147862,0.1311703489978422
Pcmt1,0.266,6.778,3.6,0.0831596150031058,0.1311976954539254
Zfp958,-0.522,3.321,3.599,0.08320702033496354,0.13125280692322308
Tgm1,-0.866,1.666,3.597,0.08329084481053281,0.13136534171781128
Sdad1,0.317,5.575,3.593,0.08341428773196174,0.13154031916730607
Cdc14a,-0.515,3.097,3.593,0.0834397547716462,0.13156076407881823
Med22,0.211,5.293,3.584,0.08375217732698535,0.1320335823238752
Pdcd1,1.641,3.296,3.638,0.0838149981114952,0.13211282581295147
Mob3b,-0.521,4.586,3.582,0.08386341600473557,0.1321693465055912
Mettl16,-0.309,5.225,3.581,0.08388487251397106,0.1321833652986699
Dph2,-0.327,4.345,3.58,0.08391838565193344,0.13221637553754986
Gosr1,0.278,5.402,3.579,0.08395472041346476,0.13225382079504336
Ptdss2,-0.628,2.695,3.578,0.08401178799092171,0.13232391034702426
Slc25a44,0.228,5.381,3.576,0.08409100452582437,0.13242885971643967
Hmbs,0.578,2.299,3.571,0.08426081393816047,0.1326764245206139
Grk6,0.412,3.79,3.567,0.08440599373165926,0.13288513944318528
Pacs1,0.594,3.576,3.566,0.08444795367176881,0.1329313113669444
Rad52,0.348,3.817,3.563,0.08458830973521292,0.13313233373371905
Camk1,-0.316,4.998,3.558,0.08476901424168841,0.1333908826230575
Mtfr1,0.437,4.749,3.558,0.08477793623329931,0.1333908826230575
Zc3h7b,-0.369,3.139,3.557,0.08480680253673077,0.13341635268261592
Pip4k2b,0.585,2.405,3.555,0.08487951340259414,0.13351078019962603
Ar,-1.166,1.85,3.572,0.08502651395271162,0.1337220155917478
Fut9,-1.343,3.478,3.604,0.08506993587975063,0.13377031309961385
Glt8d1,0.292,4.146,3.549,0.08508872105745076,0.13377986130099423
Mbnl3,1.028,1.34,3.549,0.08510559756781316,0.13378640621543142
Gbgt1,-0.484,3.551,3.535,0.08565454114637881,0.1346292362185727
Sfxn1,0.379,5.214,3.534,0.08567002911619397,0.13463347018962202
Slc2a5,-1.222,1.797,3.558,0.08572331632352867,0.1346970968601601
Anapc16,0.451,4.225,3.533,0.08574476978667583,0.13471069161916838
Papola,-0.31,6.416,3.53,0.08583314701426034,0.13482940827452777
Sh3rf1,-0.746,2.223,3.529,0.08589340428873089,0.134903924377659
Ago1,0.339,3.837,3.526,0.08599707734093585,0.1350465967555093
Dcaf6,-0.443,1.962,3.523,0.08611715733696333,0.13521498756443825
Cxadr,-1.123,2.241,3.548,0.08614767132659203,0.13524271898698015
Golga4,-0.303,5.712,3.522,0.08616241748053777,0.1352456919969718
4930455G09Rik,0.445,2.598,3.516,0.08638175508472097,0.1355697552209573
Mapk13,-1.191,1.444,3.526,0.08668383370640344,0.13602355831978577
Lrrc41,0.309,3.83,3.508,0.08671608276798472,0.1360329982665994
Kazn,-1.35,1.349,3.538,0.08672213090490825,0.1360329982665994
Tmtc3,-0.428,4.155,3.507,0.08672863112901409,0.1360329982665994
Upf3a,0.386,2.394,3.507,0.08674605107398996,0.13603609556108015
Alcam,0.502,5.609,3.524,0.08675646082965019,0.13603609556108015
Polr3d,-0.471,2.022,3.504,0.08688497560772347,0.13621731202623275
Cox5b,-0.541,2.752,3.499,0.0870592130700762,0.13647014734640428
Trmt61b,0.524,2.13,3.498,0.087113746789783425,0.13653529303975143
Ndufs7,0.247,6.737,3.491,0.087367389181221,0.13691244026120455
Lats2,-0.282,4.647,3.486,0.0875963264409019,0.13725076580369427
Cldn19,-1.241,2.377,3.526,0.08768508190099567,0.13736937871731092
Smurf2,0.284,4.492,3.478,0.08791484552317283,0.13770882992562486
Prpf8,-0.212,6.561,3.475,0.08802305126730056,0.13785780153085336
Sep15,0.291,7.905,3.469,0.08826658436830634,0.1382186409684059
Eaf1,0.382,3.824,3.468,0.08828471089844676,0.1382264562988179
Asxl2,-0.262,5.694,3.467,0.08833917757185676,0.1382747450726917
Hip1,0.379,5.622,3.467,0.08834183323422087,0.1382747450726917
Kdelc2,-0.448,3.524,3.465,0.08842060756892647,0.1383774618453024
Rps6ka2,0.673,1.627,3.462,0.08855217487671616,0.13856275631638423
Lrrcc1,-0.239,5.424,3.461,0.08859176573046512,0.13860409616141606
Zfp503,-1.518,1.154,3.502,0.08864131919199646,0.13864151737126318
Cgrrf1,0.336,4.573,3.46,0.088642034483879,0.13864151737126318
Pigk,0.229,6.575,3.459,0.08866809126196427,0.13865749329514115
Psmd5,0.399,2.723,3.459,0.08867860209790934,0.13865749329514115
Lnx2,-0.598,1.624,3.457,0.08875359838363532,0.13874645562632673
Cdc73,0.339,4.056,3.457,0.08876186821975023,0.13874645562632673
Mri1,-0.52,1.653,3.455,0.08881481194187893,0.13880859439542434
Wdr73,-0.353,4.028,3.449,0.08908900033298034,0.13921644646628337
Sh3yl1,-1.383,2.825,3.492,0.08941240819997047,0.1396908579736931
Commd4,0.206,6.671,3.441,0.08941914086389781,0.1396908579736931
March5,0.363,3.729,3.436,0.08962220903957817,0.13998730974075718
Zfp784,-1.188,1.7,3.451,0.089830673865856,0.14029210167563116
Desi2,0.403,3.856,3.429,0.08988148003741464,0.14035061796018908
Hsd3b7,-0.308,6.896,3.429,0.08991255645279486,0.14037831328675968
Carhsp1,0.298,6.518,3.427,0.08996411224694345,0.14043796961498084
Cd33,0.323,6.531,3.427,0.0899941088215793,0.14046395834017783
Slc36a1,0.727,4.051,3.455,0.09001523545451899,0.14047140192170543
Tgfb3,0.921,3.512,3.468,0.0900255758395877,0.14047140192170543
Rab2a,0.285,5.034,3.425,0.09006159860543442,0.14050677570422335
Armc6,0.45,3.534,3.421,0.09023988890086146,0.14076406031778316
Txnip,-0.432,6.736,3.419,0.09044616055634626,0.14106490996508547
D830044I16Rik,-0.754,2.414,3.411,0.09063713651987527,0.14132689096448495
Foxo1,-0.39,4.079,3.411,0.0906409946896616,0.14132689096448495
Spn,-0.47,7.833,3.418,0.09079167988443115,0.14154086628501764
Zfp180,-0.339,4.692,3.406,0.09083143804755262,0.1415818726965481
Zfp800,-0.648,2.012,3.406,0.09086373964584529,0.14159254576341265
Dnajc12,-0.446,4.667,3.406,0.09086519638319164,0.14159254576341265
Asph,-0.471,7.063,3.422,0.0908825392942409,0.14159860245681033
Emr4,0.766,5.63,3.455,0.09091797256254881,0.14163283867886028
Zfp189,-0.482,2.796,3.4,0.09112005922214209,0.1419087490517575
Surf2,-0.34,5.195,3.4,0.0911220580958591,0.1419087490517575
Sf3b1,-0.215,8.843,3.396,0.09128063774638491,0.1421346775680983
Adk,-0.39,5.533,3.395,0.09129956634949636,0.1421431183156902
Guca2b,-1.138,3.319,3.445,0.09131511571871359,0.1421462962585833
Rbm48,-0.464,3.614,3.394,0.09133729912790269,0.1421597986574353
Btla,-1.883,1.227,3.442,0.09146966804746115,0.14234476735631968
Mxd1,0.457,3.62,3.39,0.09152071924993906,0.14240315372868678
Dnajc24,0.337,4.115,3.388,0.09161316175876462,0.14252591679294502
Zfp704,-0.695,2.519,3.386,0.09169555517605323,0.14263301213859692
Fntb,0.383,3.497,3.38,0.0919492919002704,0.14300656202579742
Rab33b,-0.299,3.796,3.377,0.0920758069295748,0.143182165851916
Phf8,-0.234,5.284,3.375,0.09215675884673984,0.14326633407993802
Cnot11,0.381,1.755,3.375,0.0921571619677944,0.14326633407993802
Mylk,-1.308,1.559,3.403,0.09223624758618447,0.14336809946077092
Zfp605,-0.651,2.371,3.372,0.09230548999323288,0.14345453717306003
Aass,-1.176,4.635,3.418,0.09243408886949481,0.1436331832802265
Apobec1,0.37,9.141,3.367,0.09251451257499813,0.14373692836655919
Echdc1,-0.559,2.68,3.365,0.09256927585544222,0.1437841443205438
Tpm4,0.628,4.755,3.394,0.09257223014080435,0.1437841443205438
Tcf3,-0.423,2.02,3.364,0.09262333926054761,0.14384229619816152
Tab2,0.288,6.292,3.363,0.0926561682255508,0.1438720463682265
Rusc1,0.252,4.95,3.363,0.09267252059205706,0.1438762074638856
Ctdspl,0.936,2.442,3.372,0.09275308106365303,0.14398003717846597
Atxn7l3,-0.274,3.614,3.361,0.0927743969329632,0.14399188479728198
Ext1,-0.271,4.657,3.359,0.09284881150546001,0.14407137036338308
Aqp11,-1.135,1.231,3.368,0.0928529919038738,0.14407137036338308
Gpc1,1.084,2.145,3.379,0.09289079030664614,0.14409814284442823
Galk1,-0.746,2.207,3.358,0.09289763385504145,0.14409814284442823
Gm28040,-1.492,1.406,3.398,0.09301722879201801,0.14426238741022926
Prmt1,0.394,5.556,3.354,0.0930396189958425,0.144275848908525
Rnf138,-0.357,4.847,3.352,0.09314728381832543,0.14442152167677008
Snrnp27,0.2,5.619,3.35,0.09322318936315636,0.14451791715799858
Ebp,0.205,6.961,3.349,0.09325398930216021,0.1445253377138472
Stk40,-0.328,3.801,3.349,0.0932554445573527,0.1445253377138472
Zfp963,-0.525,2.258,3.349,0.09327264333962391,0.14453070620863825
Zfp12,-0.56,2.763,3.346,0.09338733521166119,0.14468712138284903
Tube1,0.937,1.736,3.346,0.09340937599442393,0.1446999651978983
Psmd3,-0.379,4.12,3.342,0.0935751629149175,0.14493544883039106
Bfar,-0.218,6.721,3.338,0.0937371358880635,0.14516495672554705
Plscr3,-0.224,6.257,3.337,0.09379948085003104,0.1452401319871802
Slpi,1.727,1.868,3.384,0.09387992169341693,0.14534330086506198
Etfb,0.355,7.094,3.334,0.09392263897752336,0.14538804500742547
Mospd3,0.484,2.576,3.331,0.0940569327870566,0.1455745115043678
Sun2,-0.304,2.916,3.33,0.09408238818174135,0.14559249571124475
Ttll12,0.424,2.472,3.329,0.09416127428802118,0.14569314649799248
Ccnt1,-0.227,6.277,3.328,0.09418315420578534,0.14570557655211394
Ppp2r5b,-0.475,1.838,3.325,0.09430875542324563,0.14587844088178947
Ccdc47,-0.192,6.408,3.324,0.0943492624297285,0.1459196485226386
Atl3,0.288,5.071,3.323,0.09440205236880973,0.14597983792461203
Cecr5,-0.579,1.555,3.321,0.09448706453428322,0.14608982957600095
Mynn,-0.287,4.933,3.316,0.09472530785918543,0.14643667028091792
Aftph,-0.213,6.372,3.315,0.09474775973028945,0.1464498642247115
Sf3b4,0.299,5.383,3.314,0.094796713344608,0.146504011532576
Utp15,0.295,5.019,3.314,0.09482002684781635,0.14651852313062722
1110037F02Rik,-0.247,5.253,3.31,0.09496848720986045,0.14672638245622693
Cd200,-1.426,2.295,3.357,0.09502844358418351,0.14679746210163874
Cyhr1,-0.423,4.998,3.308,0.09505496158648338,0.14681687373764343
Scap,-0.441,2.841,3.304,0.09523616635923703,0.14706470189396809
Chst12,0.225,6.309,3.304,0.09524336628408177,0.14706470189396809
Naa20,0.253,4.792,3.302,0.09532161694698847,0.1471639341451232
Fbxw9,-0.558,2.741,3.299,0.09545336581536551,0.14732441962745813
Aim1,0.835,3.817,3.338,0.09545356771072978,0.14732441962745813
8430429K09Rik,-0.55,1.832,3.297,0.09556105518924178,0.14746253259515077
Rnf6,-0.2,7.392,3.297,0.09557107975852211,0.14746253259515077
Phf20,0.266,6.178,3.296,0.09560582115429324,0.14747321153492082
Ubald1,-0.409,3.543,3.296,0.09560602956297917,0.14747321153492082
Rps6ka6,-1.877,1.493,3.339,0.09581530127635109,0.14777435370526784
Unc45a,-0.228,4.842,3.291,0.09583720652522423,0.14778647776449805
Mpc2,-0.865,2.911,3.307,0.09592489860282724,0.14790003047583167
Med31,0.257,3.282,3.288,0.09597447458049556,0.14795478992243696
Ddx58,-0.447,6.348,3.297,0.09601170991884364,0.14798495499258427
Imp3,0.535,1.997,3.286,0.09602216788837455,0.14798495499258427
Ppp4r1,-0.263,6.012,3.286,0.09603884913358494,0.1479889895200929
Alg11,-0.282,6.581,3.284,0.09614704313827127,0.14813401682928676
Pikfyve,0.341,4.664,3.282,0.09622845933428256,0.14823775107226694
Sec22a,0.289,4.778,3.272,0.0966771922600889,0.1489072151863167
Ppp1r2,0.331,3.265,3.27,0.09677093140736247,0.14902978357963928
AA986860,-1.791,1.698,3.315,0.09686311869604936,0.14914992654938944
Angel1,-0.607,2.896,3.265,0.0969702924628918,0.1492931071817133
Ash2l,-0.397,2.997,3.263,0.09708047896228533,0.149440883575209
D1Ertd622e,0.272,4.628,3.259,0.09727772250088826,0.1497226084359876
Ly86,0.274,10.259,3.257,0.09734236550007624,0.1498001918919717
Gde1,0.603,3.173,3.249,0.09770319307745924,0.1503334845378131
P2ry6,-0.347,9.115,3.249,0.09772494849671297,0.15034497558931442
Itgb8,-0.984,2.941,3.277,0.09794619359578005,0.1506633233750027
Fmnl1,-0.276,5.665,3.242,0.09802839077155143,0.15076772231643318
Arntl,-0.552,2.234,3.24,0.09811621848109531,0.1508807492439816
Mpv17l,-1.123,2.033,3.26,0.09817409785663973,0.15093273577795888
Hexim1,-0.53,2.359,3.239,0.09817871105199358,0.15093273577795888
Ppm1h,-0.21,7.711,3.238,0.09820833713949612,0.15095173968002362
Fbp1,-1.157,6.078,3.285,0.09821976257617807,0.15095173968002362
Ube2n,0.218,5.055,3.237,0.09827788648755456,0.15101901277869986
Cep97,-0.614,2.789,3.233,0.0984483293979406,0.15125883636363394
Nsd1,-0.221,6.762,3.232,0.09848812381651698,0.1512978871417822
Nav1_1,-0.408,5.247,3.232,0.09851769908226174,0.15132123010401988
Tor1aip1,-0.204,7.258,3.231,0.09855282260475104,0.15135308702127775
Lyrm2,0.238,3.805,3.229,0.09862327971346183,0.15143919048953142
1700112E06Rik,1.042,2.729,3.259,0.09880965781452467,0.1517032432422298
Nln,0.293,4.351,3.225,0.09884041469815862,0.15172832733314706
Egfr,-0.915,1.626,3.223,0.09889371751630226,0.15178800895916694
Tnfrsf4,0.921,2.669,3.236,0.09901012689854025,0.15194451879150345
Cdk19,0.25,4.338,3.219,0.09911666038201174,0.1520858292796602
Slc22a8,-1.548,5.284,3.263,0.09918569466233614,0.15216956771129364
Tax1bp1,0.232,7.832,3.216,0.09922110101168266,0.15220169765975752
Ephx2,-0.992,4.605,3.261,0.09929139936880779,0.15228733356040874
Atl2,-0.329,4.022,3.214,0.09934745694583626,0.15235110601006047
Mob1b,0.311,4.233,3.213,0.09938313926142912,0.15238361859944902
Thap2,-0.544,2.668,3.212,0.09944174183713356,0.15243289395150011
D930016D06Rik,-0.632,2.141,3.212,0.09944848888935559,0.15243289395150011
Ddx19a,0.399,2.133,3.211,0.09945969307454415,0.15243289395150011
Ago2,-0.218,5.213,3.211,0.09947321892663226,0.15243289395150011
Zfp81,-0.393,4.009,3.208,0.09960146514240342,0.15260719535432604
Khk,-0.393,6.089,3.205,0.09975128152369271,0.15281449053338453
Txlna,-0.192,6.326,3.202,0.09991982846484475,0.15305041556558388
Sf3a1,-0.355,6.46,3.2,0.09999479553208156,0.15314295348334947
Capn5,-0.778,1.899,3.198,0.10008013396775943,0.15323530987495348
Smad2,-0.288,5.432,3.198,0.1000842235836316,0.15323530987495348
Polr3k,0.277,6.166,3.197,0.10011280187611533,0.15325676667767846
Plxna2,1.212,1.34,3.217,0.10017647330217028,0.15333193142672552
Kptn,-0.339,4.263,3.194,0.10026235221779363,0.1534410605566961
Stard3,-0.216,7.478,3.193,0.10030736611428002,0.15348762739865765
Nab2,0.422,2.835,3.193,0.10033060817975863,0.1535008708746147
Map1s,-0.476,2.615,3.192,0.10036517059659093,0.15353142756039054
Peak1,0.294,4.921,3.191,0.10041438339010925,0.15357659564577586
Gemin2,0.312,4.198,3.191,0.10042388621482311,0.15357659564577586
Cyp4a31,-1.053,4.638,3.236,0.1004509712466855,0.15359569462785114
Ptcd3,-0.29,5.123,3.19,0.10048578600011676,0.15362660556141636
Wbscr22,0.299,5.503,3.189,0.10052806187968198,0.15366891271933375
Snrnp70,-0.367,5.649,3.187,0.10061293816368976,0.15376733807931625
Rbm34,0.442,2.987,3.187,0.10062167537909072,0.15376733807931625
Zbtb14,-0.415,3.19,3.186,0.10064132601146307,0.15377503609969884
Rcn2,-0.356,4.223,3.182,0.1008201987353715,0.15402598015277502
Hacl1,-0.673,4.463,3.21,0.10094643040078967,0.15419644173428795
Hs2st1,0.424,2.715,3.179,0.10099027621177431,0.154241027079318
Cdk7,0.187,5.177,3.178,0.10103610962347619,0.15428863467825277
Plekhm2,-0.353,3.493,3.177,0.10106347722189123,0.15430803406935018
Slc6a20b,-1.59,2.84,3.214,0.10145366955984868,0.15488132377459563
Was,-0.262,4.358,3.167,0.10157334564111054,0.15504153121285263
Celf2,-0.228,8.966,3.162,0.10181472526698965,0.1553874335002947
Siglecg,-1.734,1.174,3.205,0.10187119089558533,0.15545106464533706
Gnptab,0.426,3.466,3.16,0.10190267042894996,0.1554765551578716
Dnajb11,-0.363,4.923,3.159,0.10194668385530357,0.15552115891698456
Ccdc23,0.313,5.199,3.155,0.1021566584543553,0.15579288301176264
Plac8,1.265,3.228,3.199,0.10216811373075109,0.15579288301176264
Trac,-1.359,3.602,3.199,0.10216921844190573,0.15579288301176264
Il2ra,1.185,3.735,3.198,0.10219596425874651,0.15581108836493618
Hdac7,-0.401,3.234,3.153,0.10221828084132849,0.15582253647592348
Mon2,0.376,4.683,3.153,0.10223986931271181,0.15583287149155076
Rala,0.352,3.861,3.147,0.10251599313829261,0.15623110728374412
Traf2,-0.222,6.405,3.145,0.1026411925705482,0.15639925708367777
Golph3l,0.342,5.794,3.144,0.10267936967956642,0.15642731101368187
Impact,-0.315,6.485,3.144,0.1026893342661327,0.15642731101368187
Fmnl2,0.277,4.732,3.143,0.10273977718882621,0.15648149882153978
0610005C13Rik,-1.053,2.68,3.173,0.1028328730715877,0.1566006256631429
Zfp36l2,0.338,5.484,3.14,0.10286748002180145,0.15663066014605942
2810001G20Rik,-0.623,1.473,3.139,0.10291122051926416,0.15667459107699896
Ap2a1,-0.495,1.883,3.138,0.10296265163582304,0.15673021599360132
Gtpbp1,-0.285,4.125,3.138,0.10298184124053224,0.15673608564365843
Med12,-0.299,4.655,3.137,0.10299629689498224,0.15673608564365843
Dpy19l1,-0.531,1.413,3.134,0.10314281232713783,0.1569363525330352
Pdzk1,-1.187,4.907,3.174,0.10334910148569024,0.1572274967375912
Ndufs3,-0.355,5.053,3.13,0.10337352451683991,0.15724191941178178
Rpl27a,0.21,4.547,3.121,0.10381196096516708,0.15788600451459073
Reps1,0.329,3.385,3.115,0.10410025600930263,0.15830158872628491
